class,id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
0,389,0.65,0,0,0,0.03,0,0.04,0.28,0,0
6,390,0,0,0,0,0,0,1.0,0,0,0
5,391,0.07,0,0,0.16,0.26,0.43,0.07,0,0,0
4,392,0,0.09,0,0.35,0.42,0,0.07,0,0.06,0
6,393,0.05,0,0,0.29,0.01,0.17,0.32,0.02,0.14,0
5,394,0,0,0,0,0,0.91,0,0.02,0.06,0
7,395,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
5,396,0,0,0,0,0.02,0.68,0.09,0.19,0,0
9,397,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.85
7,398,0,0,0,0,0,0.11,0,0.87,0,0
3,399,0,0.03,0,0.75,0,0.13,0,0.02,0.02,0.04
8,400,0,0.03,0.01,0,0.15,0.02,0,0,0.78,0
5,401,0.02,0,0,0,0.02,0.92,0,0.03,0,0
6,402,0,0.14,0,0,0,0.05,0.59,0.02,0.21,0
1,403,0.14,0.4,0,0.1,0,0.09,0.15,0,0.11,0.02
0,404,0.46,0,0,0,0.06,0.33,0,0.12,0.02,0
5,405,0,0,0,0,0.03,0.85,0.01,0.09,0.01,0
7,406,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,407,0,0,0,0,0.35,0.25,0,0.4,0,0
9,408,0.01,0.11,0,0,0.1,0.21,0.01,0,0.06,0.5
5,409,0,0,0,0,0.16,0.81,0,0.03,0,0
7,410,0.36,0,0,0,0.1,0.04,0,0.5,0,0
0,411,0.74,0.05,0,0,0.2,0,0.01,0,0,0
7,412,0,0,0,0,0.42,0,0.02,0.56,0,0
9,413,0,0,0,0,0,0,0.03,0,0,0.97
5,414,0.03,0,0,0,0.02,0.74,0,0.2,0,0
5,415,0,0,0,0.09,0.35,0.52,0.03,0,0,0
2,416,0,0,0.47,0,0,0.08,0,0.25,0.2,0
0,417,0.42,0,0,0.03,0,0,0.02,0.02,0.21,0.28
5,418,0,0,0,0.04,0.09,0.81,0.05,0,0,0
8,419,0,0,0,0.01,0.42,0.08,0,0,0.49,0
5,420,0,0,0,0,0.05,0.93,0,0,0,0
5,421,0,0,0,0,0,0.48,0,0.09,0.43,0
5,422,0,0,0,0,0,0.51,0,0.49,0,0
4,423,0,0,0,0.05,0.63,0,0.29,0,0.02,0
8,424,0,0,0,0,0.42,0,0,0,0.57,0
7,425,0.03,0,0,0,0.02,0.03,0,0.84,0.05,0.03
1,426,0.01,0.69,0,0.1,0.02,0,0,0,0.18,0.01
0,427,0.54,0,0,0,0.05,0.14,0,0.27,0,0
0,428,0.71,0,0,0.02,0.19,0.06,0,0,0.02,0
9,429,0,0,0,0,0,0.08,0,0.19,0,0.73
5,430,0.17,0,0,0.01,0.13,0.47,0.02,0.19,0,0
5,431,0,0,0,0,0,0.83,0,0.16,0,0
0,432,0.71,0.04,0,0.06,0,0,0.18,0,0,0.01
7,433,0,0,0,0,0,0.28,0,0.71,0,0
5,434,0.02,0.02,0,0,0,0.44,0.02,0.18,0.02,0.31
9,435,0.06,0.12,0,0,0,0,0,0,0,0.81
0,436,0.42,0.14,0,0.14,0.02,0,0,0,0.04,0.26
0,437,0.57,0.02,0,0,0.01,0,0,0.39,0,0
4,438,0.03,0,0,0,0.53,0.11,0.32,0,0.01,0
5,439,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03
9,440,0.03,0.04,0,0.02,0,0,0.21,0,0,0.7
6,441,0,0.23,0,0,0.13,0.04,0.59,0,0,0
8,442,0,0.26,0,0,0,0,0,0,0.74,0
6,443,0,0,0,0.01,0,0,0.99,0,0,0
8,444,0,0,0,0,0,0,0.37,0,0.58,0.04
0,445,0.6,0.02,0,0,0.09,0.14,0.1,0.05,0,0
0,446,0.99,0,0,0,0,0,0,0,0,0
4,447,0.04,0,0,0,0.67,0,0,0.22,0.07,0
6,448,0.1,0.03,0,0.04,0.33,0.1,0.36,0.01,0.03,0
8,449,0,0,0,0.13,0,0,0,0,0.6,0.27
5,450,0.09,0.03,0,0.02,0.37,0.39,0.1,0,0,0
5,451,0,0,0,0,0.2,0.55,0,0.24,0,0
5,452,0,0,0.02,0,0,0.8,0,0.1,0.08,0
5,453,0,0,0,0,0.13,0.59,0,0.01,0.01,0.24
7,454,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,455,0.16,0,0,0,0,0.02,0,0.82,0,0
5,456,0.03,0,0,0,0.02,0.51,0.03,0.4,0,0
5,457,0.05,0,0,0,0.21,0.72,0,0,0,0
5,458,0.05,0,0,0.32,0.07,0.39,0.01,0.15,0,0
6,459,0,0,0,0,0.06,0.02,0.78,0,0.13,0
5,460,0.06,0,0,0.03,0.18,0.7,0,0.02,0,0
5,461,0.02,0,0,0,0.05,0.49,0,0,0.1,0.34
5,462,0,0,0,0,0.1,0.61,0.01,0.28,0,0
5,463,0.08,0.01,0,0.08,0.19,0.61,0,0,0.02,0
5,464,0.09,0,0,0.04,0.07,0.61,0.01,0.07,0.06,0.03
7,465,0.02,0,0,0,0.02,0.26,0,0.7,0,0
7,466,0,0,0,0,0,0,0,1.0,0,0
5,467,0,0,0,0,0,0.74,0,0.26,0,0
7,468,0.19,0,0,0,0,0.16,0,0.64,0,0
7,469,0.2,0,0,0,0.02,0.06,0,0.72,0,0
5,470,0,0,0,0,0.44,0.55,0,0,0,0
4,471,0.02,0.01,0,0.04,0.53,0.15,0.06,0.03,0.16,0
5,472,0,0.02,0,0,0.03,0.68,0,0.13,0.14,0
6,473,0.1,0.05,0,0,0.16,0,0.6,0,0.08,0
5,474,0.2,0.03,0,0.02,0.2,0.33,0.2,0,0,0
5,475,0,0,0,0,0,0.89,0,0.08,0.03,0
9,476,0.18,0,0,0,0.12,0.32,0,0,0.04,0.34
5,477,0.23,0.01,0,0,0.16,0.53,0,0.05,0.01,0
0,478,0.98,0,0,0,0,0,0,0,0.01,0
1,479,0.03,0.77,0,0.08,0,0,0.12,0,0,0
5,480,0.04,0,0,0,0,0.58,0.04,0.33,0,0
7,481,0.27,0,0,0,0,0.07,0,0.66,0,0
5,482,0.03,0.02,0,0.12,0.36,0.43,0,0,0.03,0
5,483,0.33,0,0,0,0.04,0.53,0.04,0.04,0,0
7,484,0.01,0.08,0,0,0,0,0,0.65,0.26,0
4,485,0.1,0,0,0,0.38,0.07,0.31,0.14,0,0
8,486,0,0,0,0,0,0,0,0,0.98,0.02
7,487,0.24,0,0,0,0,0.11,0,0.64,0,0
5,488,0.21,0,0,0.02,0.1,0.58,0.06,0.05,0,0
7,489,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
6,490,0,0,0,0.11,0.04,0.25,0.4,0.06,0.14,0
5,491,0.04,0.03,0,0,0.13,0.77,0,0,0.02,0
9,492,0.07,0.06,0,0,0.17,0.32,0,0,0,0.37
4,493,0,0,0,0,0.99,0,0,0,0,0
8,494,0,0,0,0,0,0.25,0,0,0.75,0
5,495,0.01,0.02,0,0.1,0.1,0.67,0.1,0,0,0
9,496,0,0,0,0,0,0,0,0,0,1.0
7,497,0,0,0,0,0,0.36,0,0.63,0,0
8,498,0,0,0.07,0,0,0,0,0.02,0.89,0.02
5,499,0.07,0,0,0,0.02,0.82,0,0.08,0,0
5,500,0,0,0,0.02,0.22,0.73,0,0.02,0,0
7,501,0,0,0,0,0,0.17,0.03,0.8,0,0
4,502,0.05,0,0,0,0.85,0.03,0,0,0.01,0.04
5,503,0,0,0,0,0,0.51,0,0.48,0,0
9,504,0,0,0,0,0,0,0,0,0,1.0
7,505,0.12,0,0,0,0.06,0,0,0.69,0.13,0
5,506,0,0,0,0,0,0.54,0,0,0,0.46
7,507,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
0,508,0.42,0,0,0.13,0.17,0.11,0,0.17,0,0
8,509,0,0,0,0,0,0.29,0.26,0,0.44,0
7,510,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
5,511,0,0,0,0,0,0.8,0,0.2,0,0
0,512,0.52,0,0,0.06,0,0,0.39,0,0,0.01
0,513,0.66,0,0,0,0,0.02,0,0.31,0,0
5,514,0,0,0,0,0,0.68,0,0.32,0,0
6,515,0,0,0,0.07,0.02,0.2,0.7,0,0,0
9,516,0,0,0,0,0.27,0,0,0,0.16,0.57
8,517,0,0,0,0,0.05,0.2,0,0,0.75,0
0,518,0.47,0,0,0.04,0.2,0.26,0.01,0.02,0,0
8,519,0.07,0,0,0.23,0.14,0.02,0.15,0,0.37,0
5,520,0.28,0,0,0.01,0.24,0.32,0,0.15,0,0
4,521,0.02,0.02,0,0.26,0.46,0.17,0.06,0,0,0
5,522,0.07,0,0,0.15,0.17,0.33,0.14,0.09,0.06,0
3,523,0.09,0,0,0.36,0.05,0.27,0.02,0.18,0.03,0
4,524,0,0,0,0.08,0.52,0.37,0.02,0,0,0
0,525,0.68,0,0,0,0.06,0.07,0,0.09,0.09,0
5,526,0,0,0,0.03,0,0.87,0,0.1,0,0
3,527,0.04,0,0,0.45,0.28,0,0.24,0,0,0
4,528,0.02,0,0,0.03,0.57,0.37,0,0.01,0,0
7,529,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
9,530,0,0,0,0,0,0,0,0,0,1.0
3,531,0.09,0,0,0.74,0,0,0.07,0.01,0,0.09
8,532,0,0,0,0.01,0,0,0,0,0.98,0
5,533,0.01,0,0,0,0.01,0.76,0,0.21,0,0
7,534,0.03,0,0,0,0,0.01,0,0.96,0,0
9,535,0.03,0,0,0.01,0,0,0,0,0,0.96
8,536,0,0,0,0,0,0,0,0,1.0,0
7,537,0.03,0,0,0,0.02,0.2,0,0.73,0,0
6,538,0,0,0,0,0,0,0.99,0,0,0
5,539,0,0,0,0,0.04,0.71,0,0.25,0,0
6,540,0,0,0,0.03,0.09,0.03,0.62,0.02,0.21,0
7,541,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
4,542,0.09,0.11,0,0.02,0.45,0.04,0.02,0.24,0.02,0
5,543,0.12,0.06,0,0.02,0.07,0.45,0,0,0,0.27
5,544,0.02,0.01,0,0,0.34,0.36,0,0.04,0,0.23
8,545,0.03,0.02,0,0.03,0,0,0,0,0.92,0
5,546,0.03,0,0,0.02,0.2,0.43,0.07,0.08,0.05,0.1
0,547,0.39,0,0,0,0.12,0.28,0,0.19,0,0
4,548,0,0,0,0,0.89,0.01,0,0.09,0,0
5,549,0.01,0.04,0,0.11,0.19,0.58,0.06,0.01,0,0
5,550,0.04,0,0,0,0.11,0.79,0,0.03,0.02,0
7,551,0,0,0,0,0,0,0,1.0,0,0
5,552,0.01,0,0,0.02,0.14,0.82,0,0,0,0
6,553,0.15,0,0,0.01,0.03,0.3,0.47,0.02,0,0
8,554,0,0,0,0.25,0,0,0,0,0.75,0
0,555,0.45,0,0,0.14,0,0.11,0.22,0,0.06,0.01
8,556,0.12,0.05,0,0.05,0.09,0.03,0.11,0.21,0.34,0
5,557,0.12,0.03,0,0,0.06,0.4,0.04,0.33,0,0
7,558,0.11,0,0,0,0,0.12,0.02,0.73,0,0
0,559,0.28,0.02,0,0.03,0.17,0.23,0.15,0.07,0.04,0
6,560,0.05,0,0,0.13,0,0,0.55,0,0.25,0.01
8,561,0,0,0,0,0,0,0,0,0.97,0
5,562,0.06,0,0,0,0.05,0.82,0.05,0,0,0
7,563,0,0,0,0,0,0,0,1.0,0,0
0,564,0.74,0,0,0,0.03,0.08,0,0.14,0,0
5,565,0.01,0.04,0,0.03,0.29,0.4,0.06,0.02,0.07,0.07
5,566,0.02,0,0,0,0,0.57,0,0.4,0,0
3,567,0.18,0,0,0.52,0.06,0.14,0.01,0.05,0,0.04
1,568,0,1.0,0,0,0,0,0,0,0,0
7,569,0.12,0,0,0.2,0.13,0.19,0.06,0.29,0,0
7,570,0,0,0,0,0,0.12,0,0.87,0,0
7,571,0.04,0,0,0,0.03,0.08,0,0.81,0.03,0
7,572,0.02,0,0,0,0.01,0.05,0,0.91,0,0
7,573,0,0,0,0,0,0.16,0,0.83,0,0
6,574,0.03,0,0,0.01,0,0.1,0.76,0.08,0,0
5,575,0.02,0,0,0.09,0.14,0.6,0,0.15,0,0
5,576,0,0,0,0,0,0.93,0,0.06,0,0
5,577,0.27,0,0,0.01,0,0.41,0.07,0.23,0,0
7,578,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
5,579,0,0,0,0,0,0.81,0,0.19,0,0
6,580,0.06,0.09,0,0,0.08,0.04,0.7,0,0,0
9,581,0,0,0,0,0,0,0,0,0,0.99
6,582,0.02,0,0,0,0.32,0.08,0.57,0,0,0
8,583,0,0.03,0,0,0,0,0.04,0,0.9,0.02
8,584,0,0.07,0,0.03,0,0,0.03,0,0.52,0.35
5,585,0.07,0,0,0.06,0.25,0.45,0,0.15,0,0
6,586,0,0,0,0,0,0,1.0,0,0,0
5,587,0.17,0.03,0,0.08,0.21,0.44,0,0.06,0,0
1,588,0,0.5,0,0.12,0.19,0,0.17,0,0.01,0
7,589,0,0,0,0,0,0.2,0,0.79,0,0
7,590,0.07,0.09,0,0,0.04,0.2,0,0.6,0,0
6,591,0.02,0,0,0,0.02,0.06,0.67,0,0.21,0.02
0,592,0.48,0.03,0.03,0.03,0.03,0.03,0.03,0.32,0.03,0.03
9,593,0,0,0,0,0,0,0,0,0,1.0
4,594,0,0,0,0,0.55,0.44,0,0,0,0
5,595,0.1,0,0,0.01,0.15,0.66,0,0.08,0,0
9,596,0.09,0.04,0,0.05,0.14,0.14,0,0,0,0.54
5,597,0.12,0,0,0.16,0.01,0.61,0,0.1,0,0
9,598,0,0.2,0,0.08,0,0,0,0,0,0.72
5,599,0.24,0.02,0,0.04,0.17,0.25,0.15,0.08,0.03,0
4,600,0.15,0.11,0,0.02,0.54,0.04,0,0.15,0,0
5,601,0.03,0,0,0,0,0.73,0,0.24,0,0
5,602,0.02,0,0,0,0,0.52,0,0.44,0,0
7,603,0,0,0,0,0,0.45,0,0.54,0,0
5,604,0.07,0.02,0,0,0,0.62,0.04,0.25,0,0
7,605,0,0,0,0,0,0,0,0.97,0,0
5,606,0,0,0,0,0.02,0.57,0,0.4,0,0
6,607,0.05,0.04,0,0,0.02,0.24,0.43,0.05,0.04,0.13
8,608,0.01,0.04,0,0,0,0,0,0,0.89,0.05
8,609,0.11,0,0,0.18,0.18,0,0.17,0.01,0.34,0
5,610,0.11,0,0,0.16,0.08,0.28,0.09,0.16,0.12,0
5,611,0.01,0,0,0,0.2,0.52,0,0.25,0,0
1,612,0.19,0.46,0,0.11,0,0.04,0.03,0,0.12,0.05
7,613,0.22,0.06,0,0,0.1,0.21,0.07,0.34,0,0
0,614,0.75,0,0,0,0,0.03,0.01,0.2,0,0
5,615,0.03,0,0,0,0,0.91,0,0.05,0,0.02
9,616,0,0,0,0,0,0,0,0,0,1.0
8,617,0,0,0,0.11,0,0,0,0,0.88,0
5,618,0.03,0.01,0,0,0,0.77,0.05,0.11,0.03,0
5,619,0.03,0,0,0,0,0.56,0,0.41,0,0
4,620,0.07,0.07,0.02,0.04,0.41,0.06,0.29,0,0.03,0
8,621,0,0,0.01,0,0.29,0.09,0,0,0.37,0.23
5,622,0,0,0,0,0,0.61,0,0.38,0,0
5,623,0.04,0,0,0.14,0,0.77,0,0.03,0,0
7,624,0.02,0,0,0,0.04,0,0,0.79,0.16,0
5,625,0.18,0,0,0,0.04,0.39,0,0.38,0,0
5,626,0,0,0,0,0.08,0.88,0,0.03,0,0
5,627,0,0,0,0.02,0.04,0.67,0.02,0.24,0,0
7,628,0.1,0,0,0,0,0,0,0.88,0,0
7,629,0,0,0,0,0.01,0.23,0,0.76,0,0
7,630,0,0,0,0,0,0.1,0,0.9,0,0
7,631,0.04,0,0,0,0,0,0,0.77,0.19,0
8,632,0,0,0,0.12,0.21,0.13,0.26,0,0.27,0
9,633,0,0,0,0,0,0,0,0,0,1.0
3,634,0.04,0,0,0.74,0.04,0,0,0,0.17,0
7,635,0,0,0,0,0,0.41,0.03,0.55,0,0
7,636,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
5,637,0,0,0,0,0,0.82,0,0.18,0,0
5,638,0.05,0.04,0,0.04,0.09,0.61,0.12,0,0.04,0
8,639,0.07,0.18,0,0,0.06,0.02,0.06,0,0.6,0
3,640,0,0,0,1.0,0,0,0,0,0,0
9,641,0,0,0,0.02,0.09,0.03,0,0,0.4,0.45
3,642,0,0,0,0.81,0.05,0.11,0,0.01,0,0
5,643,0,0,0,0.04,0.09,0.35,0,0,0.29,0.22
7,644,0,0.01,0,0,0.13,0.35,0.01,0.48,0,0
5,645,0,0,0,0,0,0.45,0.44,0.09,0.01,0
6,646,0.02,0,0,0,0,0.2,0.75,0.03,0,0
6,647,0,0,0,0,0,0,1.0,0,0,0
5,648,0,0,0,0,0,0.7,0,0.29,0,0
5,649,0.14,0,0,0.27,0.02,0.49,0.04,0.02,0,0
3,650,0,0,0,0.85,0,0,0,0,0,0.15
5,651,0.02,0,0,0,0.03,0.81,0.02,0.1,0,0
4,652,0,0,0,0.01,0.54,0.39,0,0.05,0,0
8,653,0,0,0,0.02,0.21,0,0,0,0.77,0
1,654,0,0.51,0,0,0,0.28,0.15,0,0,0
7,655,0.02,0,0,0,0.23,0.21,0,0.53,0,0
5,656,0.22,0,0,0,0.1,0.34,0.16,0,0.18,0
4,657,0,0.04,0,0.16,0.51,0.12,0,0,0.16,0
3,658,0.32,0,0,0.35,0.1,0.21,0,0.01,0,0
4,659,0.19,0,0,0,0.73,0.02,0,0.05,0,0.01
7,660,0.16,0,0,0.01,0.12,0.22,0,0.47,0,0
5,661,0.09,0.01,0,0,0.11,0.5,0.2,0.05,0.04,0
2,662,0,0,1.0,0,0,0,0,0,0,0
6,663,0.04,0.05,0,0.1,0.11,0.1,0.56,0,0,0.03
6,664,0,0,0,0.05,0,0,0.95,0,0,0
5,665,0.05,0,0,0,0.03,0.61,0.03,0.26,0,0
0,666,0.45,0,0,0,0.03,0.3,0.1,0.11,0,0
7,667,0.24,0,0,0,0,0,0,0.75,0,0
5,668,0.12,0.01,0,0,0.12,0.69,0.03,0.02,0.01,0
5,669,0.01,0.01,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01
8,670,0.14,0,0,0.2,0,0.08,0.13,0.06,0.36,0.01
6,671,0.02,0,0,0,0.21,0.14,0.55,0.09,0,0
7,672,0.15,0.02,0,0,0.03,0.35,0.03,0.41,0,0
6,673,0.08,0.02,0,0.02,0.11,0.18,0.59,0,0,0
5,674,0.09,0,0,0,0.06,0.54,0.02,0.29,0,0
5,675,0,0.02,0,0.1,0.02,0.69,0,0.17,0,0
5,676,0,0,0,0,0,0.62,0,0.38,0,0
5,677,0.15,0.01,0,0.01,0.09,0.67,0.02,0.02,0,0
5,678,0.22,0.03,0,0,0.05,0.49,0.03,0.13,0.03,0.03
7,679,0.02,0,0,0,0,0.12,0,0.85,0,0
5,680,0.05,0,0,0,0,0.81,0,0.13,0,0
7,681,0,0,0,0,0,0.2,0,0.79,0,0
4,682,0,0.11,0,0.21,0.3,0.08,0.29,0,0,0
4,683,0,0.23,0,0,0.52,0,0,0.24,0,0
7,684,0.29,0.21,0,0,0.07,0,0,0.41,0,0
9,685,0.02,0.02,0.19,0.02,0.02,0.02,0.29,0.02,0.02,0.4
5,686,0,0,0,0,0,0.82,0,0.07,0,0.09
7,687,0.02,0,0,0,0,0,0,0.98,0,0
5,688,0,0,0,0,0.19,0.57,0,0.08,0.15,0
7,689,0.16,0,0,0,0.02,0.25,0,0.57,0,0
9,690,0.04,0.09,0,0.02,0.25,0.21,0,0,0,0.4
8,691,0,0,0,0,0,0,0,0,0.99,0.01
5,692,0.13,0,0,0,0.2,0.54,0.12,0,0,0
5,693,0.2,0,0,0.02,0.01,0.76,0,0,0,0
6,694,0,0,0,0,0.18,0,0.81,0,0,0
5,695,0,0,0,0.08,0.22,0.65,0,0,0.04,0
7,696,0.05,0,0,0,0,0.45,0.03,0.46,0,0
4,697,0.09,0,0,0.07,0.46,0.02,0.29,0.07,0,0
6,698,0,0.05,0,0,0,0,0.93,0,0.01,0
5,699,0.02,0,0,0,0.01,0.65,0,0.31,0,0
6,700,0.04,0.13,0,0,0,0.04,0.79,0,0,0
5,701,0.07,0,0,0,0.02,0.7,0,0.2,0,0
6,702,0,0,0,0.03,0,0,0.96,0,0,0
8,703,0.07,0.02,0,0.16,0,0.17,0.15,0.15,0.23,0.01
8,704,0,0,0,0,0.04,0.4,0,0.06,0.49,0
5,705,0,0,0,0.02,0,0.91,0,0.04,0.02,0
9,706,0.1,0.05,0,0,0.09,0.05,0.01,0.08,0,0.6
8,707,0,0,0,0.02,0.21,0,0,0,0.77,0
5,708,0.05,0,0,0,0.02,0.78,0,0.15,0,0
3,709,0.02,0,0,0.57,0,0,0.02,0,0.39,0
3,710,0.02,0.04,0,0.84,0,0,0.01,0.03,0,0.06
5,711,0.04,0,0,0,0.05,0.86,0,0.02,0.02,0
1,712,0,0.98,0,0,0,0,0,0,0,0.02
6,713,0.09,0.02,0,0.1,0.22,0.28,0.29,0,0,0
6,714,0.09,0,0,0,0,0.07,0.8,0.02,0,0
5,715,0.04,0.02,0,0,0.06,0.82,0,0.06,0,0
7,716,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
4,717,0.02,0.01,0,0,0.71,0.23,0,0.02,0,0
8,718,0.22,0,0,0.06,0.1,0.21,0.03,0.01,0.36,0
7,719,0,0,0,0,0.04,0.07,0,0.88,0,0
4,720,0.02,0.02,0,0.15,0.55,0.04,0.21,0,0,0
5,721,0,0,0,0,0.04,0.63,0.01,0.31,0,0
5,722,0,0,0,0.27,0.21,0.34,0.06,0.12,0,0
7,723,0.01,0,0,0,0,0.29,0.06,0.64,0,0
6,724,0.23,0.02,0,0.26,0,0,0.48,0,0,0
7,725,0.19,0,0,0,0,0.29,0.11,0.4,0,0
9,726,0,0,0,0,0,0,0,0,0,1.0
7,727,0.04,0,0,0,0,0.29,0,0.66,0,0
5,728,0,0,0,0,0.35,0.57,0,0.08,0,0
8,729,0,0,0,0,0,0.06,0,0,0.48,0.45
6,730,0.03,0,0,0,0,0.36,0.58,0.03,0,0
8,731,0,0,0,0,0,0,0,0,1.0,0
0,732,0.9,0,0,0,0,0,0,0.06,0,0.03
8,733,0,0,0,0,0,0,0,0,0.98,0.02
0,734,0.4,0,0,0,0.1,0.23,0,0.23,0.03,0
0,735,0.64,0.03,0,0.07,0.06,0,0.04,0.16,0,0
4,736,0,0.04,0,0.13,0.33,0.18,0.32,0,0,0
7,737,0,0,0,0,0.07,0,0.07,0.86,0,0
8,738,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03
5,739,0.06,0.01,0,0,0,0.77,0.02,0.13,0,0
5,740,0,0,0,0.05,0.04,0.85,0,0.04,0,0.01
7,741,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
0,742,0.98,0,0,0,0,0,0,0,0.02,0
3,743,0.05,0,0,0.32,0,0.14,0.19,0.26,0.03,0
8,744,0,0,0,0,0,0,0,0,1.0,0
5,745,0.04,0,0,0.3,0.06,0.54,0,0.06,0,0
4,746,0,0.02,0,0.12,0.43,0.4,0.02,0,0,0
8,747,0,0.01,0,0,0,0.02,0,0,0.94,0
5,748,0.13,0.01,0,0.05,0.17,0.36,0.26,0.01,0,0
4,749,0,0.4,0,0.04,0.55,0,0,0,0,0
7,750,0.01,0,0,0,0.14,0.36,0,0.48,0,0
5,751,0,0,0,0,0.04,0.71,0,0.08,0.04,0.11
4,752,0,0,0,0.37,0.6,0,0,0,0,0
8,753,0,0,0,0,0.05,0,0.4,0,0.55,0
7,754,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
7,755,0.17,0,0,0,0.02,0,0,0.81,0,0
5,756,0,0,0,0,0,0.79,0,0.21,0,0
1,757,0,1.0,0,0,0,0,0,0,0,0
7,758,0,0,0,0,0.05,0.04,0,0.9,0,0
9,759,0,0,0,0,0,0,0,0,0,1.0
8,760,0,0.04,0,0.03,0.25,0,0,0,0.67,0
5,761,0.06,0.01,0,0,0.03,0.72,0.02,0.16,0,0
3,762,0,0,0,0.89,0,0,0.08,0,0,0.03
9,763,0,0,0,0,0,0,0,0,0,1.0
5,764,0.01,0.02,0,0.05,0.05,0.71,0.04,0.09,0.02,0
5,765,0.07,0,0,0.37,0.14,0.38,0,0.03,0,0
0,766,0.85,0,0,0,0.04,0.05,0,0.05,0,0
6,767,0,0,0,0,0,0,1.0,0,0,0
5,768,0,0,0,0,0,0.98,0,0.01,0,0
