class,id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
5,769,0,0,0,0.05,0.11,0.82,0,0,0,0
7,770,0.01,0.01,0.01,0.01,0.36,0.01,0.01,0.56,0.01,0.01
5,771,0,0,0,0.06,0.08,0.8,0.02,0.05,0,0
5,772,0,0,0,0,0,0.88,0,0.12,0,0
7,773,0.02,0,0,0,0.02,0.45,0.01,0.5,0,0
5,774,0.05,0.01,0,0.14,0.33,0.46,0,0,0,0
6,775,0,0.03,0,0,0.19,0.04,0.45,0,0.28,0
4,776,0.03,0,0,0.01,0.67,0.26,0,0.01,0,0
7,777,0.06,0,0,0,0,0.27,0.16,0.5,0,0
7,778,0,0,0,0,0.01,0.22,0,0.75,0,0
6,779,0.09,0.03,0,0,0.02,0.02,0.84,0,0,0
5,780,0.03,0,0,0,0.01,0.9,0,0.03,0.02,0
8,781,0,0,0.01,0.01,0.18,0,0,0,0.5,0.28
5,782,0.01,0,0,0,0,0.79,0,0.19,0,0
3,783,0,0.02,0,0.81,0,0,0.03,0.02,0,0.12
6,784,0.04,0.13,0,0,0,0.04,0.77,0,0,0
5,785,0,0,0,0,0,0.76,0,0.24,0,0
5,786,0.08,0.03,0,0,0.2,0.66,0,0.02,0,0
5,787,0,0,0,0,0,0.9,0,0.1,0,0
6,788,0,0,0,0,0,0,1.0,0,0,0
3,789,0,0,0,1.0,0,0,0,0,0,0
8,790,0,0.04,0,0,0.03,0.34,0,0.03,0.56,0
5,791,0,0,0,0.08,0,0.35,0.23,0.29,0.02,0.04
5,792,0.04,0.01,0,0,0.02,0.7,0.03,0.19,0,0
8,793,0.07,0.03,0,0,0.28,0,0.01,0,0.6,0
5,794,0.1,0,0,0,0.05,0.52,0.25,0.07,0,0
5,795,0.04,0,0,0.19,0.27,0.48,0,0.02,0,0
5,796,0.05,0.03,0,0.01,0.03,0.74,0.02,0.11,0,0
7,797,0.04,0.03,0,0,0.02,0,0.03,0.87,0,0
5,798,0,0.44,0,0,0,0.53,0,0,0,0
4,799,0,0.04,0,0.17,0.47,0.25,0.07,0,0,0
5,800,0,0,0,0,0.03,0.51,0.08,0.05,0.33,0
7,801,0.05,0,0,0,0,0.37,0,0.57,0,0
5,802,0,0,0,0,0,0.71,0,0.28,0,0
5,803,0.03,0,0,0,0.05,0.82,0.03,0.06,0,0
5,804,0.02,0,0,0,0,0.7,0.25,0.02,0,0
2,805,0,0,1.0,0,0,0,0,0,0,0
7,806,0,0,0,0,0,0.29,0,0.71,0,0
5,807,0.02,0,0,0,0.02,0.7,0,0.19,0.06,0
5,808,0.19,0,0,0,0,0.73,0,0.08,0,0
9,809,0,0,0,0,0,0,0,0,0,1.0
5,810,0.09,0,0,0,0.03,0.55,0,0.32,0.01,0
6,811,0.24,0.09,0,0.12,0,0,0.52,0,0.02,0
8,812,0,0.21,0,0.01,0.22,0.18,0,0,0.24,0.13
7,813,0.06,0,0,0,0,0.37,0.02,0.55,0,0
3,814,0.02,0.02,0,0.65,0,0,0,0.07,0.22,0.02
5,815,0,0,0,0,0,0.73,0,0.26,0,0
5,816,0.03,0,0,0,0.02,0.91,0,0.02,0,0
3,817,0,0.05,0,0.87,0.03,0,0,0,0.05,0
1,818,0.16,0.57,0,0.02,0.25,0,0,0,0,0
7,819,0,0.04,0,0,0.33,0.17,0,0.46,0,0
6,820,0,0,0,0.37,0,0,0.58,0,0,0
3,821,0.06,0,0,0.47,0.27,0.17,0,0.02,0,0
7,822,0.02,0,0,0,0.02,0.29,0,0.66,0,0
5,823,0,0.06,0,0.03,0.35,0.44,0,0.09,0.02,0
9,824,0,0,0,0,0,0,0,0,0,1.0
8,825,0,0,0,0,0,0.32,0,0.06,0.44,0.17
5,826,0,0,0,0,0.02,0.61,0,0.17,0,0.2
4,827,0.22,0.04,0,0.02,0.65,0.02,0.05,0,0,0
9,828,0,0.02,0,0,0,0,0,0.07,0,0.91
9,829,0,0,0,0.16,0,0,0,0,0,0.84
5,830,0,0,0,0,0.01,0.4,0,0.02,0.32,0.24
7,831,0.07,0,0,0,0,0.03,0,0.89,0,0
5,832,0.03,0,0,0,0.28,0.35,0,0.05,0.27,0
5,833,0,0,0,0.02,0.08,0.5,0.09,0.14,0.16,0
5,834,0,0,0,0,0,0.97,0,0.03,0,0
2,835,0,0,1.0,0,0,0,0,0,0,0
8,836,0,0,0,0,0.24,0.07,0,0,0.35,0.33
0,837,0.39,0.02,0,0.05,0.13,0.04,0.35,0,0,0
7,838,0.22,0,0,0,0,0.06,0,0.71,0,0
5,839,0,0.02,0,0.1,0.07,0.8,0,0,0,0
4,840,0.01,0,0,0,0.32,0.22,0.03,0,0.29,0.12
5,841,0,0,0,0,0.02,0.54,0,0.05,0.38,0
5,842,0.07,0.03,0,0.01,0.05,0.41,0.25,0.02,0.16,0
5,843,0.12,0,0,0,0.25,0.34,0.12,0.12,0.05,0
4,844,0.22,0,0,0.1,0.37,0.23,0.07,0,0,0
5,845,0.03,0.02,0,0.24,0.26,0.34,0.11,0,0,0
9,846,0,0,0,0,0,0,0,0,0.06,0.94
9,847,0,0,0,0,0,0,0,0,0,1.0
7,848,0.01,0,0,0,0,0.45,0,0.53,0,0
4,849,0,0,0,0,1.0,0,0,0,0,0
3,850,0.1,0,0,0.4,0.06,0.38,0,0.06,0,0
5,851,0.02,0,0,0,0.02,0.63,0,0.33,0,0
5,852,0.04,0,0,0,0.07,0.43,0.06,0.38,0,0
8,853,0.04,0.05,0,0.06,0,0,0.1,0,0.74,0
7,854,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
5,855,0.1,0,0,0,0.05,0.76,0,0.07,0,0
3,856,0,0,0,1.0,0,0,0,0,0,0
5,857,0.33,0,0,0,0.03,0.4,0,0.24,0,0
7,858,0.03,0,0,0,0,0.42,0,0.53,0,0
5,859,0,0,0,0,0,0.97,0,0.02,0,0
8,860,0,0,0,0,0,0,0,0,0.99,0
5,861,0,0,0,0,0.01,0.52,0,0.47,0,0
5,862,0,0,0,0,0,0.97,0,0.03,0,0
8,863,0,0,0,0,0,0.24,0,0,0.74,0
6,864,0.07,0.01,0,0,0,0.03,0.86,0.02,0,0
7,865,0.19,0.01,0,0,0.02,0.09,0.05,0.64,0,0
4,866,0,0,0,0,0.48,0.07,0.2,0,0.23,0
4,867,0.2,0.02,0,0.03,0.31,0.23,0.18,0.02,0.01,0
5,868,0.03,0,0,0,0.01,0.91,0,0.05,0,0
4,869,0.07,0.01,0,0.23,0.36,0.2,0.09,0.01,0.02,0
4,870,0.07,0.03,0,0,0.52,0.11,0.27,0,0,0
5,871,0,0,0,0,0,0.51,0,0.49,0,0
7,872,0.23,0.17,0,0,0.17,0,0.06,0.36,0,0
5,873,0.12,0,0,0,0,0.75,0,0.13,0,0
0,874,0.48,0.01,0.01,0.01,0.29,0.01,0.01,0.01,0.01,0.17
5,875,0,0,0,0,0,0.7,0,0.06,0.16,0.07
5,876,0.14,0,0,0,0.22,0.5,0.14,0,0,0
3,877,0.09,0,0,0.73,0,0.04,0,0.13,0,0
5,878,0.27,0,0,0.01,0,0.59,0,0.13,0,0
7,879,0.03,0,0,0,0.1,0.37,0.04,0.43,0,0
5,880,0.16,0,0,0.13,0.03,0.48,0.06,0.13,0,0
7,881,0,0,0,0,0.01,0.27,0,0.72,0,0
5,882,0,0,0,0,0,0.78,0,0.21,0,0
6,883,0.13,0.02,0,0.02,0.12,0.07,0.64,0,0,0
5,884,0.02,0,0,0,0,0.84,0,0.12,0,0
7,885,0.16,0,0,0.01,0,0.19,0.01,0.61,0,0.01
5,886,0,0,0,0,0,0.89,0,0.1,0,0
7,887,0.17,0.02,0,0,0,0.29,0.09,0.43,0,0
8,888,0,0,0,0,0,0.32,0,0.03,0.64,0
7,889,0.08,0.06,0,0,0.09,0,0,0.62,0.16,0
7,890,0.06,0,0,0,0.14,0.01,0,0.73,0.05,0
6,891,0.11,0,0,0,0.08,0,0.58,0,0.22,0
0,892,0.6,0.01,0,0.08,0.16,0.1,0.04,0,0,0
0,893,0.66,0,0,0.06,0.01,0.07,0,0.19,0,0
4,894,0.01,0.01,0,0,0.65,0.2,0,0.01,0.11,0
7,895,0.04,0,0,0,0,0,0,0.95,0,0
9,896,0,0.04,0,0,0,0,0.06,0,0,0.89
6,897,0,0,0,0,0,0,1.0,0,0,0
8,898,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.68,0.01
7,899,0.03,0.02,0,0,0.03,0.01,0.03,0.87,0,0
6,900,0,0,0,0,0.15,0,0.85,0,0,0
3,901,0,0,0,0.82,0,0,0.15,0,0,0.03
3,902,0.09,0,0,0.91,0,0,0,0,0,0
1,903,0,0.87,0,0,0,0,0,0,0.13,0
0,904,1.0,0,0,0,0,0,0,0,0,0
5,905,0.1,0.02,0,0,0.03,0.83,0,0,0,0
7,906,0.03,0,0,0,0.41,0,0,0.46,0.1,0
7,907,0.04,0,0,0.07,0.04,0.07,0.03,0.69,0.05,0
5,908,0.15,0.02,0,0,0.09,0.54,0.1,0.1,0,0
5,909,0.06,0,0,0,0.02,0.83,0.01,0.07,0,0
5,910,0,0,0,0,0.02,0.79,0,0.19,0,0
0,911,0.56,0.1,0,0,0.08,0.24,0,0,0.01,0
7,912,0,0,0,0,0,0.18,0,0.82,0,0
9,913,0,0.22,0,0,0,0,0,0,0,0.78
7,914,0,0,0,0.03,0,0,0,0.96,0,0
4,915,0,0,0,0,0.93,0,0,0,0,0
5,916,0,0,0,0,0,0.56,0,0.23,0.21,0
7,917,0,0,0,0,0,0.04,0,0.96,0,0
5,918,0,0,0,0,0,0.81,0,0.19,0,0
5,919,0,0,0,0.21,0,0.4,0,0.39,0,0
5,920,0.06,0,0,0,0.01,0.82,0,0.1,0,0
5,921,0.09,0.03,0,0,0.28,0.6,0,0,0,0
5,922,0.02,0.03,0,0.05,0.19,0.67,0.04,0,0,0
5,923,0.02,0,0,0,0.04,0.63,0.02,0.28,0,0
5,924,0,0.02,0,0,0.25,0.59,0.04,0,0.04,0.05
4,925,0,0.05,0,0.07,0.47,0.39,0.02,0,0,0
5,926,0.19,0,0,0,0.07,0.49,0,0.25,0,0
5,927,0,0,0,0,0,0.92,0,0,0,0
5,928,0.04,0,0,0,0,0.67,0.02,0.27,0,0
4,929,0,0,0,0,0.7,0,0,0,0,0.3
5,930,0,0,0,0,0,0.76,0.03,0.2,0,0
5,931,0,0,0,0,0,0.76,0,0.24,0,0
6,932,0,0.02,0,0,0.33,0.02,0.44,0,0.18,0
5,933,0.11,0,0,0,0.22,0.53,0.11,0.02,0,0
9,934,0,0.1,0,0,0,0,0,0,0,0.9
6,935,0,0,0,0,0.23,0.08,0.68,0,0,0
7,936,0.37,0,0,0,0,0.17,0,0.46,0,0
5,937,0.1,0,0,0.02,0.07,0.66,0.09,0.02,0.04,0
3,938,0.03,0,0,0.36,0.05,0.22,0.01,0.19,0.12,0
5,939,0.02,0,0,0,0.2,0.55,0,0,0.2,0.03
8,940,0,0,0.01,0.01,0.31,0.04,0,0,0.42,0.2
6,941,0.16,0.07,0,0.02,0.26,0.1,0.33,0.04,0.03,0
0,942,0.74,0,0,0,0,0.04,0,0.21,0,0
5,943,0.12,0,0,0,0.15,0.67,0,0.05,0,0
5,944,0.35,0,0,0.1,0.02,0.39,0,0.11,0,0.02
3,945,0.19,0.02,0,0.56,0,0.05,0.11,0,0.03,0.04
3,946,0,0,0,0.58,0,0,0,0,0.41,0.01
6,947,0.11,0,0,0.09,0,0,0.73,0,0,0.07
4,948,0,0,0,0,0.93,0,0,0.03,0.04,0
3,949,0,0,0,0.92,0,0,0,0,0.07,0
5,950,0,0.01,0,0.1,0,0.66,0,0.23,0,0
1,951,0,1.0,0,0,0,0,0,0,0,0
5,952,0.02,0,0,0,0,0.75,0.05,0,0.18,0
7,953,0,0,0,0,0,0,0.38,0.57,0,0
7,954,0.17,0.01,0,0,0.01,0.23,0.11,0.46,0,0
6,955,0.04,0.13,0,0,0,0.04,0.78,0,0,0
5,956,0.02,0,0,0,0,0.7,0,0.28,0,0
4,957,0.22,0,0,0,0.61,0.12,0.01,0.01,0,0.02
5,958,0,0,0,0,0,0.82,0.02,0.15,0,0
7,959,0.21,0,0,0,0.02,0.04,0,0.72,0,0
5,960,0.05,0.02,0,0,0.03,0.73,0.06,0.12,0,0
5,961,0.03,0,0,0,0.1,0.84,0,0,0.03,0
4,962,0,0.03,0,0.06,0.53,0.11,0.27,0,0,0
5,963,0.03,0.01,0,0.05,0.03,0.42,0.12,0.31,0.02,0
7,964,0.08,0,0,0,0,0.42,0.01,0.48,0,0
5,965,0,0.01,0,0.13,0.29,0.53,0.01,0.01,0,0
5,966,0.06,0,0,0,0.04,0.65,0,0.25,0,0
6,967,0,0,0,0,0,0,0.99,0,0,0
5,968,0,0,0,0,0,0.75,0,0.23,0,0
7,969,0.07,0.01,0,0.15,0.03,0.29,0.04,0.41,0,0
3,970,0.25,0.1,0,0.29,0,0.08,0.01,0.02,0,0.22
5,971,0,0,0,0,0.03,0.96,0,0,0,0
5,972,0.09,0,0,0.09,0.24,0.52,0.05,0,0,0
5,973,0.1,0.13,0,0.06,0.04,0.61,0,0,0.06,0
3,974,0.07,0.03,0,0.75,0.13,0,0,0,0,0.02
6,975,0,0,0,0,0.01,0.03,0.71,0,0.24,0
1,976,0,1.0,0,0,0,0,0,0,0,0
5,977,0,0,0,0.08,0.21,0.66,0,0.05,0,0
6,978,0.01,0.02,0,0.03,0.13,0.09,0.6,0,0.11,0
5,979,0.3,0.02,0,0,0,0.52,0.11,0.03,0,0
5,980,0.02,0.01,0,0.03,0.15,0.67,0.11,0.01,0,0
5,981,0,0,0,0,0,0.77,0,0.22,0,0
5,982,0,0,0,0,0,0.61,0,0.39,0,0
6,983,0.02,0,0,0.03,0.01,0.3,0.32,0.27,0.05,0
8,984,0,0,0,0,0,0,0,0,1.0,0
5,985,0.38,0,0,0,0.08,0.4,0.08,0.05,0,0
7,986,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
3,987,0,0,0,0.83,0.07,0,0,0,0.1,0
4,988,0,0,0,0,0.56,0.14,0,0.3,0,0
5,989,0,0,0,0.04,0.17,0.62,0.13,0.02,0,0
5,990,0,0,0,0,0,0.75,0,0.24,0,0
5,991,0,0,0,0,0,0.87,0,0.13,0,0
9,992,0,0,0,0,0,0,0,0,0,1.0
1,993,0,0.84,0,0.05,0,0.09,0,0,0,0.01
7,994,0.1,0,0,0,0.05,0.4,0.02,0.42,0,0
9,995,0,0,0,0,0,0,0,0,0,1.0
0,996,0.6,0,0,0.01,0.04,0.03,0.01,0.3,0.01,0
7,997,0.02,0,0,0,0,0.05,0,0.93,0,0
7,998,0,0,0,0,0.35,0,0,0.65,0,0
7,999,0.1,0,0,0,0.07,0.05,0,0.75,0,0
7,1000,0,0,0,0,0.04,0.11,0,0.83,0,0
5,1001,0,0,0,0,0.38,0.47,0.01,0.08,0.05,0
6,1002,0.02,0.08,0,0,0.2,0.01,0.66,0,0.03,0
7,1003,0.26,0,0,0,0,0,0,0.72,0,0
5,1004,0,0,0,0,0,0.71,0,0.17,0,0.11
5,1005,0,0,0,0,0.03,0.76,0,0.2,0.02,0
4,1006,0.02,0,0,0,0.41,0.15,0.04,0.15,0.23,0
6,1007,0,0.27,0,0.12,0.03,0,0.58,0,0,0
5,1008,0.07,0,0,0.04,0.08,0.77,0.01,0.03,0,0
8,1009,0.06,0,0,0.36,0,0,0.06,0,0.51,0
5,1010,0,0,0,0.02,0,0.8,0.06,0.11,0,0
4,1011,0,0,0,0,0.3,0.19,0,0,0.23,0.26
4,1012,0,0,0,0.01,0.83,0.12,0.02,0.03,0,0
7,1013,0.15,0.03,0,0.03,0.04,0.06,0.01,0.66,0,0
8,1014,0,0,0,0,0,0,0,0,1.0,0
0,1015,0.37,0,0,0.03,0,0,0.01,0,0.29,0.28
5,1016,0.03,0,0,0.01,0.2,0.69,0.02,0.04,0,0
5,1017,0,0,0,0,0,0.96,0,0.03,0,0
8,1018,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7,0.01
7,1019,0,0,0,0,0,0,0,1.0,0,0
0,1020,0.63,0,0,0.02,0.07,0.18,0,0.11,0,0
4,1021,0,0.47,0,0,0.52,0,0,0,0,0
5,1022,0.01,0,0,0.13,0.21,0.34,0.09,0.12,0.1,0
0,1023,0.45,0,0,0,0.05,0.4,0.03,0.06,0,0
6,1024,0,0,0,0,0,0.07,0.88,0,0.04,0
9,1025,0.04,0,0,0.02,0.01,0.01,0,0,0,0.91
8,1026,0.06,0,0.17,0,0,0,0.12,0,0.39,0.26
2,1027,0,0,1.0,0,0,0,0,0,0,0
7,1028,0.23,0.13,0,0.02,0.07,0,0.02,0.33,0.08,0.12
5,1029,0.03,0,0,0,0.03,0.72,0,0.2,0,0
5,1030,0.01,0.02,0,0,0.14,0.58,0,0.24,0.01,0
5,1031,0,0,0,0,0.1,0.53,0.23,0.12,0,0
8,1032,0,0,0,0,0,0,0,0,1.0,0
7,1033,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
5,1034,0.18,0.02,0,0.03,0.04,0.47,0,0.24,0.02,0
0,1035,0.59,0,0,0.03,0,0.05,0,0.32,0,0
5,1036,0,0.02,0,0,0.11,0.7,0,0.04,0.12,0
7,1037,0.07,0,0,0,0,0.36,0,0.57,0,0
7,1038,0,0,0,0,0,0.47,0,0.53,0,0
5,1039,0,0,0,0.03,0.05,0.62,0.07,0.18,0.05,0
9,1040,0,0,0,0,0.17,0.1,0,0,0,0.73
6,1041,0.03,0,0,0.12,0.07,0.02,0.74,0,0,0
5,1042,0.06,0,0,0,0.05,0.61,0,0.23,0.04,0
5,1043,0.19,0,0,0,0.22,0.51,0,0.02,0.06,0
4,1044,0,0,0,0,0.9,0.09,0,0,0,0
6,1045,0.04,0.02,0,0,0.32,0,0.61,0,0,0
5,1046,0,0,0,0,0,0.8,0,0.2,0,0
5,1047,0,0,0,0,0.09,0.55,0,0,0.36,0
5,1048,0,0,0,0,0,0.52,0,0.05,0.32,0.11
7,1049,0,0,0,0,0,0.04,0,0.79,0.17,0
6,1050,0.15,0.06,0,0.11,0,0,0.65,0,0.02,0
4,1051,0.08,0,0,0.02,0.5,0.07,0,0.33,0,0
5,1052,0.04,0,0,0,0.17,0.74,0.04,0.01,0,0
6,1053,0.27,0.06,0,0,0.13,0.14,0.4,0,0,0
0,1054,0.93,0,0,0.06,0,0,0,0,0,0
5,1055,0.06,0.01,0,0.03,0.05,0.54,0,0,0.17,0.14
5,1056,0,0,0,0,0,0.75,0,0.11,0.14,0
7,1057,0.02,0,0,0.06,0,0.14,0,0.78,0,0
5,1058,0,0.04,0,0,0,0.78,0,0.18,0,0
5,1059,0,0,0,0,0.01,0.76,0,0.22,0,0
5,1060,0,0,0,0,0.01,0.83,0,0.16,0,0
9,1061,0,0,0,0,0,0,0,0,0,1.0
5,1062,0.15,0.04,0,0.03,0.3,0.38,0.07,0.01,0.01,0
5,1063,0,0,0,0,0,0.9,0,0.1,0,0
5,1064,0,0,0,0,0,0.58,0,0.41,0,0
3,1065,0.14,0,0,0.5,0,0.16,0,0.19,0,0
5,1066,0.01,0,0,0,0.01,0.83,0,0.14,0,0
7,1067,0,0,0,0,0.04,0.33,0,0.63,0,0
5,1068,0.28,0,0,0,0.07,0.48,0,0.16,0,0
6,1069,0.23,0.04,0,0.09,0.2,0.13,0.28,0.04,0,0
1,1070,0,0.7,0,0,0,0,0,0.01,0,0.28
5,1071,0,0.03,0,0,0,0.45,0.03,0.04,0.45,0
9,1072,0,0,0,0,0,0,0,0,0,1.0
7,1073,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
5,1074,0.03,0,0,0,0.37,0.58,0,0.01,0,0
5,1075,0,0,0,0,0,0.59,0,0.09,0.32,0
9,1076,0.13,0,0,0.09,0.01,0.05,0.15,0.01,0,0.55
6,1077,0.04,0,0,0,0.24,0.02,0.61,0,0.08,0
7,1078,0,0,0,0,0.13,0.36,0.02,0.46,0.03,0
9,1079,0,0,0,0.14,0,0,0,0,0,0.86
7,1080,0.04,0,0,0,0.09,0.33,0,0.54,0,0
5,1081,0.11,0.02,0,0,0.13,0.6,0.06,0.06,0,0
8,1082,0,0,0,0,0,0,0.08,0,0.92,0
5,1083,0.07,0,0,0,0.04,0.73,0,0.09,0.07,0
5,1084,0.01,0.02,0,0.02,0.04,0.47,0.14,0.26,0.02,0
9,1085,0,0,0,0,0,0.14,0,0.07,0,0.79
5,1086,0.15,0.02,0,0.09,0.06,0.48,0.02,0.16,0.02,0
5,1087,0.01,0,0,0,0,0.82,0,0.16,0,0
4,1088,0.02,0.02,0,0.06,0.49,0,0.38,0,0.02,0
6,1089,0,0,0,0,0,0,0.96,0,0,0
7,1090,0.05,0,0,0,0.03,0.09,0,0.83,0,0
5,1091,0,0,0,0.06,0.02,0.91,0,0.02,0,0
5,1092,0,0.02,0,0.03,0.11,0.84,0,0,0,0
5,1093,0,0,0,0,0,0.89,0.05,0.05,0,0
6,1094,0,0.28,0,0.16,0.12,0,0.45,0,0,0
5,1095,0,0,0,0,0,0.51,0,0.11,0,0.38
9,1096,0,0,0,0,0,0.02,0,0.07,0,0.9
7,1097,0.01,0,0,0,0.04,0.3,0,0.65,0,0
7,1098,0,0,0,0,0,0.44,0,0.56,0,0
7,1099,0.31,0,0,0.06,0.04,0.19,0,0.4,0,0
6,1100,0.01,0,0,0.04,0.13,0.07,0.73,0,0,0
5,1101,0,0,0,0.06,0.01,0.81,0,0.12,0,0
5,1102,0,0,0,0,0,0.8,0.02,0.05,0.11,0
3,1103,0.06,0,0,0.53,0,0.27,0.02,0.11,0,0
3,1104,0,0,0,1.0,0,0,0,0,0,0
5,1105,0,0,0.14,0.01,0,0.39,0,0.36,0.1,0
5,1106,0.04,0,0,0,0.06,0.8,0,0.1,0,0
5,1107,0.01,0,0,0,0,0.9,0,0.08,0,0
8,1108,0,0,0,0,0.09,0,0.06,0,0.84,0.01
9,1109,0,0,0,0,0,0,0,0,0,1.0
6,1110,0,0,0,0,0.17,0,0.83,0,0,0
7,1111,0,0,0,0,0,0.33,0,0.67,0,0
5,1112,0,0,0,0,0,0.78,0,0.22,0,0
2,1113,0,0,1.0,0,0,0,0,0,0,0
4,1114,0,0.12,0,0.07,0.38,0,0.07,0,0,0.36
5,1115,0,0,0,0,0,0.9,0,0.09,0,0
9,1116,0,0,0,0,0.01,0.22,0,0.07,0,0.69
0,1117,0.36,0.01,0,0.01,0.07,0.19,0,0.35,0,0
1,1118,0,0.66,0,0,0.08,0.12,0.13,0,0,0
5,1119,0.03,0,0,0,0.01,0.81,0,0.14,0,0
3,1120,0,0.02,0,0.93,0,0,0,0,0,0.04
7,1121,0,0,0,0,0.05,0.19,0.03,0.7,0.03,0
9,1122,0,0,0,0,0,0,0,0,0,1.0
5,1123,0.03,0,0,0,0.01,0.85,0,0.11,0,0
5,1124,0.14,0,0,0,0.03,0.65,0,0.19,0,0
5,1125,0,0,0,0,0.01,0.78,0,0.2,0,0
9,1126,0,0,0,0,0,0,0,0,0,0.99
5,1127,0,0,0,0,0.02,0.67,0,0.29,0,0.01
5,1128,0,0,0,0,0.05,0.37,0,0.05,0.28,0.26
6,1129,0.17,0.05,0,0,0.11,0.15,0.44,0.08,0,0
3,1130,0,0,0,0.59,0.26,0.05,0.05,0.04,0,0
4,1131,0.05,0.12,0,0,0.56,0.09,0,0,0.17,0
1,1132,0,1.0,0,0,0,0,0,0,0,0
5,1133,0,0.02,0,0,0,0.87,0.06,0.03,0.02,0
5,1134,0.06,0.01,0,0,0.26,0.35,0.3,0.02,0,0
8,1135,0,0,0,0,0,0,0,0,0.98,0
5,1136,0.09,0,0,0,0.05,0.8,0.02,0.03,0,0
7,1137,0,0,0,0,0,0.25,0,0.75,0,0
3,1138,0,0,0,0.53,0,0,0.32,0,0.14,0
8,1139,0,0,0,0,0,0,0,0,1.0,0
4,1140,0.13,0.11,0,0.24,0.25,0.03,0.24,0,0,0
6,1141,0,0.12,0,0,0,0,0.87,0,0,0
5,1142,0.01,0,0,0,0.02,0.83,0.02,0.12,0,0
5,1143,0,0,0,0,0,0.56,0,0.44,0,0
7,1144,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05
3,1145,0.18,0,0,0.47,0.03,0.25,0,0.06,0,0
7,1146,0,0,0,0.03,0.03,0.18,0,0.73,0.02,0
4,1147,0,0,0,0,0.58,0.19,0,0.23,0,0
7,1148,0.26,0,0,0,0.08,0.31,0,0.34,0,0
7,1149,0.1,0,0,0.08,0,0.25,0.18,0.38,0,0
5,1150,0,0,0,0,0,0.66,0,0.32,0,0
5,1151,0,0,0,0,0,0.82,0,0.02,0.07,0.09
8,1152,0,0,0,0,0,0.29,0,0.01,0.7,0
3,1153,0.06,0,0,0.57,0.02,0.24,0,0.07,0.05,0
