1140miles, 143.0,-231.0,374.0
4x4_xtreme, 662.0,-188.0,850.0
__RAWood, 188.0,-95.0,283.0
__XIXVIII, -1977.0,-3432.0,1455.0
_Fabjr, -266.0,-1333.0,1067.0
_livvylivliv, 6.0,0.0,6.0
_Telebah, 47.0,-70.0,117.0
a_epic, 0.0,-2.0,2.0
abby2012_abby, 76.0,-255.0,331.0
abraughler, 525.0,-1296.0,1821.0
ahhsahh, 0.0,0.0,0.0
AinsleeValles, 30.0,-288.0,318.0
aishanura, -9.0,-19.0,10.0
allenarayne, 697.0,-832.0,1529.0
almodawish, -36.0,-40.0,4.0
alsgrl78, 162.0,0.0,162.0
AmErica_Murphy, 895.0,-683.0,1578.0
AnaR915, 292.0,-54.0,346.0
anjeljaneh, 1003.0,-227.0,1230.0
Anna8x8, 178.0,-51.0,229.0
AppealingManic, 479.0,-283.0,762.0
Are_U_Hungry, 112.0,-27.0,139.0
ArielaMoreno, -112.0,-320.0,208.0
astrology_day, 1907.0,-1320.0,3227.0
austinmohr00, 0.0,0.0,0.0
AvritMcCotter, 333.0,-274.0,607.0
babcock_brianna, 9.0,-7.0,16.0
bangerzaf, 0.0,0.0,0.0
behro00oz, 1762.0,-849.0,2611.0
BerdugoTamy, -54.0,-56.0,2.0
blairecap, -1719.0,-3406.0,1687.0
brookewaibel, 86.0,-1972.0,2058.0
BrownskinTee_1, 1688.0,-851.0,2539.0
cabreraelena5, 284.0,-388.0,672.0
CaliGamer87, 53.0,-127.0,180.0
CandisHooley, 195.0,-382.0,577.0
carbine10101, -952.0,-2694.0,1742.0
CayleeCake_, 116.0,-81.0,197.0
chanel_merp, 643.0,-534.0,1177.0
charleyhallx, -378.0,-1820.0,1442.0
charsbusiness_, 1444.0,-652.0,2096.0
Cjrussell6, -3173.0,-3804.0,631.0
ClairJee, 125.0,-22.0,147.0
ConorTheKing, 279.0,-109.0,388.0
crystalarachnid, 0.0,-17.0,17.0
CrystalKuehl, 1017.0,-130.0,1147.0
danielleburgoyn, -309.0,-1169.0,860.0
davidclee818, -28.0,-68.0,40.0
daviddale35901, 0.0,0.0,0.0
DecimusHilarius, -1.0,-19.0,18.0
DevonNoutch, -3.0,-3.0,0.0
DJCosmo7, 32.0,-1825.0,1857.0
Drunkbrunettes, -35.0,-133.0,98.0
dstinodmocracia, -17.0,-47.0,30.0
dudeblood, 14.0,-66.0,80.0
dwellenstein, 14093.0,-62.0,14155.0
elenacenteno3, 1800.0,-325.0,2125.0
EllieHall8, 22.0,-20.0,42.0
elliemcwilliams, 3907.0,-947.0,4854.0
emilyho62038886, 5.0,-1.0,6.0
emmanicoleee__, 2.0,-4.0,6.0
EnrichettaWarde, 213.0,-367.0,580.0
ericstorey, -26.0,-36.0,10.0
erinurban, 1264.0,-1207.0,2471.0
eromerox13, -126.0,-267.0,141.0
essam71312, 0.0,0.0,0.0
ettbrowneyes, 1898.0,-788.0,2686.0
exim_102, 34.0,-17.0,51.0
Fabio_Natali, 343.0,-272.0,615.0
fashionbyrd, 1091.0,-571.0,1662.0
Firsticha_ichul, 47.0,-22.0,69.0
Floor_Sarmiento, 0.0,0.0,0.0
foxconfessors, 0.0,0.0,0.0
gabbi_tafoya, 1188.0,-2039.0,3227.0
ghh_ohh, -34.0,-135.0,101.0
gjdhddd, 0.0,0.0,0.0
gurnardd, -1157.0,-2293.0,1136.0
HardbodyQuan, -1355.0,-1835.0,480.0
hatice_guvenc, 0.0,0.0,0.0
hazal_89, 1435.0,-810.0,2245.0
HelgeLeduc, 513.0,-206.0,719.0
HyacinthieHannu, 78.0,-118.0,196.0
IAintShxt_Yet, 463.0,-1425.0,1888.0
imalwaysarusher, 578.0,-80.0,658.0
indsbierton, -573.0,-2557.0,1984.0
isolatedharry, 76.0,0.0,76.0
ItTraynor, 210.0,-40.0,250.0
ja4jack, 150.0,-1307.0,1457.0
JacobWampler18, 35.0,-13.0,48.0
jamie_pryce, -11.0,-427.0,416.0
JessiFreerickss, 244.0,-528.0,772.0
JJaisler, -4.0,-34.0,30.0
JoshInnes_WIP, -516.0,-843.0,327.0
JungnanKang, 0.0,0.0,0.0
kaitlint66, -1.0,-1.0,0.0
KaitlynnAjzensz, 406.0,-648.0,1054.0
KaranJa23931874, 347.0,-22.0,369.0
Kassieebear, 13.0,-23.0,36.0
kayla_watt13, -440.0,-2358.0,1918.0
kecarter_, -873.0,-1998.0,1125.0
kenilworthBar, 85.0,-20.0,105.0
kinglamboheat21, 76.0,-519.0,595.0
kirstopher, 799.0,-281.0,1080.0
KnuteNutr, 48.0,-3.0,51.0
KSwarringin, 441.0,-276.0,717.0
LadiiYams, -956.0,-3797.0,2841.0
LauraSymonxo, 411.0,-1190.0,1601.0
Leo_Bancroft, 3156.0,-240.0,3396.0
lfgariglio, 2.0,0.0,2.0
Lifefactss__, -8.0,-198.0,190.0
lifenutrition, 2776.0,-1029.0,3805.0
Liguirofobico, -29.0,-347.0,318.0
Live_Love_Nice, 1242.0,-299.0,1541.0
loa_marissa, 2.0,-13.0,15.0
LokilAQW, 28.0,-70.0,98.0
LongLiveAnt, -752.0,-2330.0,1578.0
loudpayne, 0.0,0.0,0.0
LuciDeacon, 213.0,-375.0,588.0
luis_mbo, -277.0,-487.0,210.0
Lynnielou77, 478.0,-143.0,621.0
M4D31YN, 1102.0,-744.0,1846.0
maivelous, 0.0,0.0,0.0
Makakaila, -227.0,-959.0,732.0
Marvel_Life, 3.0,0.0,3.0
mat7t7, 271.0,-89.0,360.0
mathewflorence3, 8.0,-186.0,194.0
mathewmm28, 421.0,-566.0,987.0
matttiiiii, 3274.0,-674.0,3948.0
mayraylikesmen, 116.0,-181.0,297.0
mearrbearr, -153.0,-1814.0,1661.0
MeganSigrist, 82.0,-32.0,114.0
Melizmelon, 562.0,-1620.0,2182.0
Meryconley, -272.0,-434.0,162.0
midnightcrawls, -640.0,-2704.0,2064.0
MotorPartsDir, 1370.0,-55.0,1425.0
MSfunsize69, -1988.0,-3610.0,1622.0
msmaddierae, 21.0,-21.0,42.0
MUFCfanclub, 1944.0,-741.0,2685.0
MusicAchCouncil, 552.0,-26.0,578.0
MyBoysMumx2, -95.0,-476.0,381.0
MyLifeIsSMG, 64.0,-9.0,73.0
NakelleLoveshim, -177.0,-639.0,462.0
NDolegiewicz, 585.0,-23.0,608.0
neetchi, 10.0,-21.0,31.0
negreteeashley, 6940.0,-684.0,7624.0
ngrmhl, 15.0,-4.0,19.0
niall4chicken, 21.0,-7.0,28.0
nickmanchip, 16.0,-13.0,29.0
nienlam, 155.0,-92.0,247.0
NNGGMarbellaSP, 93.0,-286.0,379.0
NoName40672977, -133.0,-175.0,42.0
officer_trey, 97.0,-12.0,109.0
Oh_moreninha, 1.0,0.0,1.0
OhHi_ImDamoo, -319.0,-2000.0,1681.0
OlgaGpe, -30.0,-36.0,6.0
Olivia_Howship, 793.0,-736.0,1529.0
omggaby, 1360.0,-1184.0,2544.0
ontarioweeds, -21.0,-1537.0,1516.0
OutlookFromHere, 33.0,-46.0,79.0
Patella_LG, 475.0,-59.0,534.0
patharpermq, 36.0,-30.0,66.0
Paulyn96, 17.0,0.0,17.0
perfect_isha, 35.0,-7.0,42.0
Pigsblow1, -23.0,-111.0,88.0
QuboPass, 72.0,-83.0,155.0
QuentinBavridge, 538.0,-321.0,859.0
RaeyvenSong, 101.0,-25.0,126.0
red_55_, -150.0,-404.0,254.0
red_fen, -126.0,-265.0,139.0
redtubekefera, 0.0,0.0,0.0
ReeEcclestone, 206.0,-833.0,1039.0
rentaterminal, -1403.0,-2029.0,626.0
Roma__Capoccia, 219.0,-93.0,312.0
RoraBartolomeu, 163.0,-306.0,469.0
RueTheDayBand, 87.0,-8.0,95.0
samiran1109, 356.0,-1232.0,1588.0
SantinoPanone, -439.0,-1398.0,959.0
sayydayy, 49.0,-145.0,194.0
scharapindaniil, 8.0,0.0,8.0
Seandonovan94, 3912.0,-579.0,4491.0
sebaalegui, -2.0,-2.0,0.0
Shannaaaa_, -41.0,-298.0,257.0
Shannonlatoya08, -3379.0,-4707.0,1328.0
shilah_boo17, -8.0,-59.0,51.0
SiouxieAbell, 360.0,-538.0,898.0
Snaildot, 1703.0,-990.0,2693.0
SnootyKyraK_, -4421.0,-5859.0,1438.0
Soffia0620, -490.0,-705.0,215.0
sooomanyshrimp, -224.0,-2712.0,2488.0
specialjayuk, 375.0,-82.0,457.0
SpitOnMeNow, -81.0,-388.0,307.0
StarksWeek, 0.0,0.0,0.0
stephengood08, 1857.0,-360.0,2217.0
SumMannShit, -5338.0,-6694.0,1356.0
SwagGirl96, 21.0,-4.0,25.0
Tex2WestSeattle, 459.0,-1457.0,1916.0
TheCPU001, 5509.0,-268.0,5777.0
theDRAMAQUEENb, 112.0,-69.0,181.0
TheHireRightGrl, 103.0,-61.0,164.0
TIANNA302, 14.0,-5.0,19.0
trevorjanes23, 41.0,-8.0,49.0
TriciaADay, 655.0,-183.0,838.0
Trip_Maverick, 457.0,-1579.0,2036.0
TutRaygoza, 22.0,-34.0,56.0
Tyler_Stunt, 82.0,-44.0,126.0
ursinha123, 46.0,-193.0,239.0
userSet, 0.0,0.0,0.0
VoicePriestess, 66.0,-182.0,248.0
watcher256, 161.0,-34.0,195.0
wh__destiny, 1956.0,-3.0,1959.0
WINTER_004, 117.0,-41.0,158.0
WlassM, 286.0,-650.0,936.0
wvrglenn4, 443.0,-244.0,687.0
xkatiealishax, -10.0,-282.0,272.0
yas88888, -3.0,-3.0,0.0
yupitstifftiff, -1737.0,-3870.0,2133.0
zion_diaz13, 0.0,-7.0,7.0
zoogirltoo, 0.0,0.0,0.0
